accuracy,balanced_accuracy,macro_f1,weighted_f1,macro_precision,macro_recall,auc,benign_precision,benign_recall,benign_f1,malignant_precision,malignant_recall,malignant_f1,normal_precision,normal_recall,normal_f1,run_id,model,experiment,train_ratio,train_ratio_percent,shots_per_class,seed,n_train_samples,best_c,best_val_score,best_val_macro_f1,test_accuracy,test_balanced_accuracy,test_macro_f1,test_weighted_f1,test_auc,k
0.6736842105263158,0.6652242506197882,0.6386234817813765,0.6755261027061582,0.6353149955634428,0.6652242506197882,0.8237774294670847,0.7755102040816326,0.7450980392156863,0.76,0.6521739130434783,0.5172413793103449,0.5769230769230769,0.4782608695652174,0.7333333333333333,0.5789473684210527,openai_clip_vit_b16__linear_probe__shots8__seed7,openai_clip_vit_b16,fewshot_linear_probe,,,8,7,24,1000.0,0.5013886019876518,0.5013886019876518,0.6736842105263158,0.6652242506197882,0.6386234817813765,0.6755261027061582,0.8237774294670847,8
0.45263157894736844,0.5097588460671625,0.4161018964389751,0.44274121633672203,0.4291559691912709,0.5097588460671625,0.6919109451513102,0.6578947368421053,0.49019607843137253,0.5617977528089888,0.3125,0.1724137931034483,0.2222222222222222,0.3170731707317073,0.8666666666666667,0.4642857142857143,openai_clip_vit_b16__linear_probe__shots8__seed8,openai_clip_vit_b16,fewshot_linear_probe,,,8,8,24,10.0,0.5997445721583653,0.5997445721583653,0.45263157894736844,0.5097588460671625,0.4161018964389751,0.44274121633672203,0.6919109451513102,8
0.5368421052631579,0.6066711742168132,0.5293655404286608,0.5477573983454506,0.5555555555555556,0.6066711742168132,0.73895132870285,0.75,0.47058823529411764,0.5783132530120482,0.5833333333333334,0.4827586206896552,0.5283018867924528,0.3333333333333333,0.8666666666666667,0.48148148148148145,openai_clip_vit_b16__linear_probe__shots8__seed9,openai_clip_vit_b16,fewshot_linear_probe,,,8,9,24,100000.0,0.5885851195824241,0.5885851195824241,0.5368421052631579,0.6066711742168132,0.5293655404286608,0.5477573983454506,0.73895132870285,8
0.49473684210526314,0.5392382240252424,0.48168143226282756,0.5028282916593809,0.4878306878306878,0.5392382240252424,0.7036580306103631,0.6857142857142857,0.47058823529411764,0.5581395348837209,0.4444444444444444,0.41379310344827586,0.42857142857142855,0.3333333333333333,0.7333333333333333,0.4583333333333333,openai_clip_vit_b16__linear_probe__shots8__seed10,openai_clip_vit_b16,fewshot_linear_probe,,,8,10,24,1000.0,0.6403127014829142,0.6403127014829142,0.49473684210526314,0.5392382240252424,0.48168143226282756,0.5028282916593809,0.7036580306103631,8
0.5894736842105263,0.6170836150552175,0.5732769836783405,0.5985642455488637,0.5713734567901234,0.6170836150552175,0.8038873010019055,0.75,0.5294117647058824,0.6206896551724138,0.59375,0.6551724137931034,0.6229508196721312,0.37037037037037035,0.6666666666666666,0.47619047619047616,openai_clip_vit_b16__linear_probe__shots16__seed1,openai_clip_vit_b16,fewshot_linear_probe,,,16,1,48,1000.0,0.6349206349206349,0.6349206349206349,0.5894736842105263,0.6170836150552175,0.5732769836783405,0.5985642455488637,0.8038873010019055,16
0.5473684210526316,0.5876042370971377,0.5316197247288305,0.5492163550796598,0.5276422764227643,0.5876042370971377,0.7489199807404675,0.6829268292682927,0.5490196078431373,0.6086956521739131,0.5,0.41379310344827586,0.4528301886792453,0.4,0.8,0.5333333333333333,openai_clip_vit_b16__linear_probe__shots16__seed2,openai_clip_vit_b16,fewshot_linear_probe,,,16,2,48,100.0,0.6542561904264032,0.6542561904264032,0.5473684210526316,0.5876042370971377,0.5316197247288305,0.5492163550796598,0.7489199807404675,16
0.6,0.6706783862970477,0.5996834706512125,0.599947081780698,0.5938697318007663,0.6706783862970477,0.8118781629684267,0.7575757575757576,0.49019607843137253,0.5952380952380952,0.5757575757575758,0.6551724137931034,0.6129032258064516,0.4482758620689655,0.8666666666666667,0.5909090909090909,openai_clip_vit_b16__linear_probe__shots16__seed3,openai_clip_vit_b16,fewshot_linear_probe,,,16,3,48,100.0,0.6496598639455783,0.6496598639455783,0.6,0.6706783862970477,0.5996834706512125,0.599947081780698,0.8118781629684267,16
0.5157894736842106,0.536623844940275,0.4936026936026936,0.5254864433811801,0.4957264957264957,0.536623844940275,0.7613841252279386,0.6923076923076923,0.5294117647058824,0.6,0.46153846153846156,0.41379310344827586,0.43636363636363634,0.3333333333333333,0.6666666666666666,0.4444444444444444,openai_clip_vit_b16__linear_probe__shots16__seed4,openai_clip_vit_b16,fewshot_linear_probe,,,16,4,48,100.0,0.5614132337495623,0.5614132337495623,0.5157894736842106,0.536623844940275,0.4936026936026936,0.5254864433811801,0.7613841252279386,16
0.4842105263157895,0.5583051611449178,0.48034188034188036,0.49063427800269904,0.5055593227636238,0.5583051611449178,0.7436926567910341,0.7407407407407407,0.39215686274509803,0.5128205128205128,0.45161290322580644,0.4827586206896552,0.4666666666666667,0.32432432432432434,0.8,0.46153846153846156,openai_clip_vit_b16__linear_probe__shots16__seed5,openai_clip_vit_b16,fewshot_linear_probe,,,16,5,48,100.0,0.6078186213219972,0.6078186213219972,0.4842105263157895,0.5583051611449178,0.48034188034188036,0.49063427800269904,0.7436926567910341,16
0.6210526315789474,0.6523777327022763,0.6092592592592593,0.626140350877193,0.5988309897987317,0.6523777327022763,0.7961954740098757,0.7435897435897436,0.5686274509803921,0.6444444444444445,0.6129032258064516,0.6551724137931034,0.6333333333333333,0.44,0.7333333333333333,0.55,openai_clip_vit_b16__linear_probe__shots16__seed6,openai_clip_vit_b16,fewshot_linear_probe,,,16,6,48,10.0,0.6810307881603141,0.6810307881603141,0.6210526315789474,0.6523777327022763,0.6092592592592593,0.626140350877193,0.7961954740098757,16
0.6421052631578947,0.6654496281271128,0.6221826375567127,0.6520372320222315,0.6172565408558618,0.6654496281271128,0.8333836334951954,0.8157894736842105,0.6078431372549019,0.6966292134831461,0.6129032258064516,0.6551724137931034,0.6333333333333333,0.4230769230769231,0.7333333333333333,0.5365853658536586,openai_clip_vit_b16__linear_probe__shots16__seed7,openai_clip_vit_b16,fewshot_linear_probe,,,16,7,48,100.0,0.7175627240143369,0.7175627240143369,0.6421052631578947,0.6654496281271128,0.6221826375567127,0.6520372320222315,0.8333836334951954,16
0.5789473684210527,0.6377732702276313,0.5715226802183323,0.5822045231656215,0.5682133746649876,0.6377732702276313,0.7825479439424673,0.7297297297297297,0.5294117647058824,0.6136363636363636,0.5555555555555556,0.5172413793103449,0.5357142857142857,0.41935483870967744,0.8666666666666667,0.5652173913043478,openai_clip_vit_b16__linear_probe__shots16__seed8,openai_clip_vit_b16,fewshot_linear_probe,,,16,8,48,100.0,0.6183844185420851,0.6183844185420851,0.5789473684210527,0.6377732702276313,0.5715226802183323,0.5822045231656215,0.7825479439424673,16
