model,experiment,k,seed,n_train_samples,best_epoch,best_val_macro_f1,test_accuracy,test_macro_f1,test_auc,trainable_params,total_clip_params,lora_rank,lora_alpha,lora_dropout,lora_layers,clip_lora_targets,biomed_lora_targets,head_lr,lora_lr,lr_min,accumulation_steps,use_eval_preprocess_for_train
openai_clip,fewshot_lora,4,1,12,65,0.6022301427119565,0.47368421052631576,0.46660253326919987,0.7593868707357551,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,2,12,23,0.48470588235294115,0.45263157894736844,0.44714774357276843,0.6889424672690393,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,3,12,14,0.5589400604482749,0.5052631578947369,0.4962375029877441,0.7309080664658758,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,4,12,18,0.646246952281435,0.6947368421052632,0.6348148148148148,0.8114804741123199,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,5,12,20,0.5341780904280904,0.4421052631578947,0.448688673781749,0.685811000471244,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,6,12,14,0.5428490028490028,0.3684210526315789,0.3582399335823993,0.6438924744401416,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,7,12,31,0.5951559281967356,0.6210526315789474,0.5824049071573824,0.80732850820579,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,8,12,7,0.6073674752920035,0.6421052631578947,0.5748917748917749,0.7558248304546478,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,9,12,42,0.5462962962962964,0.5894736842105263,0.5159995824198769,0.7005014649537976,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,4,10,12,8,0.49293785310734456,0.5052631578947369,0.38651909619651553,0.71335208064417,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,1,24,12,0.6538807010717124,0.5894736842105263,0.5827179958831515,0.7699384821849325,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,2,24,50,0.6518361190630099,0.5368421052631579,0.5362551013349934,0.8235479541868994,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,3,24,56,0.5237043098745225,0.6421052631578947,0.623062015503876,0.8278531255762492,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,4,24,40,0.6935369959760204,0.6631578947368421,0.6555312688599741,0.8664498944823489,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,5,24,42,0.6773481867349203,0.6421052631578947,0.6074762094706251,0.771049081074436,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,6,24,36,0.631023180042788,0.5578947368421052,0.5514752848086181,0.745707224373553,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,7,24,21,0.6162147793726741,0.7052631578947368,0.7175526758401928,0.8662583748232836,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,8,24,6,0.5674390968508615,0.5578947368421052,0.507163836951071,0.7199688569262607,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,9,24,17,0.5222222222222221,0.5578947368421052,0.5092991324970355,0.7145446862130432,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,8,10,24,73,0.7110706914966233,0.6210526315789474,0.6056587091069849,0.8018676624254718,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,1,48,24,0.7682203284641763,0.6947368421052632,0.6848548477201364,0.8743243796996332,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,2,48,40,0.6641414141414141,0.6210526315789474,0.6117170097121982,0.8135360194234433,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,3,48,36,0.6689919557566616,0.6526315789473685,0.6151525115568365,0.8240496240293401,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,4,48,17,0.7420816226269432,0.6842105263157895,0.6854751108675071,0.8307674104124408,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,5,48,22,0.7004341823565898,0.6210526315789474,0.6219109866168689,0.8189595242485709,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,6,48,11,0.722548769060397,0.7157894736842105,0.6968703810809074,0.8340791279939354,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,7,48,47,0.7521549372613202,0.8210526315789474,0.8128654970760234,0.9129512672362571,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,8,48,29,0.6463301109917651,0.6631578947368421,0.6412990147325986,0.7990319011617185,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,9,48,16,0.7719999711830096,0.6947368421052632,0.6868074140152641,0.8554687852152355,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,16,10,48,61,0.7252466582363489,0.7894736842105263,0.7690631808278868,0.897959872559264,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,1,96,27,0.8432277526395172,0.7684210526315789,0.751187492540876,0.8970113405863912,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,2,96,45,0.8105610561056107,0.7263157894736842,0.7266594929825171,0.8828935910832462,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,3,96,23,0.7348111748111749,0.7052631578947368,0.6841132466624206,0.8552136476325117,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,4,96,20,0.8022556390977443,0.7684210526315789,0.7786132718716989,0.9281200442559469,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,5,96,21,0.7811585742620225,0.7368421052631579,0.7419717537364595,0.891552594914664,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,6,96,23,0.8073575450385881,0.7368421052631579,0.7260389036251106,0.8738089823181102,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,7,96,26,0.7513526862890371,0.7578947368421053,0.7504480286738352,0.8845153359149301,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,8,96,37,0.7626517273576097,0.7052631578947368,0.6820385763000852,0.8665961849734668,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,9,96,20,0.7524043682258693,0.8105263157894737,0.7985797827903091,0.8982909213842277,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
openai_clip,fewshot_lora,32,10,96,27,0.78594330400782,0.7157894736842105,0.7113017429193901,0.891233532075317,1181187,150800385,16,32,0.1,,"['q', 'k', 'v', 'o']","['qkv', 'proj']",0.001,0.0001,1e-07,4,False
